Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event
"Denis ""Sonny"" O'Gorman",M,32.0,160.0,54.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Marathon
Ramasamy Subramaniam,M,28.0,183.0,65.0,Malaysia,MAS,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres"
"Michael ""Mike"" Leigh",M,23.0,179.0,80.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's One Person Dinghy
Kirt Thompson,M,28.0,178.0,80.0,Trinidad and Tobago,TTO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Javelin Throw
Festus Igbinoghene,M,26.0,180.0,73.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Triple Jump
Arthur Ernst Hoffmann,M,20.0,175.0,64.0,Germany,GER,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 100 metres
Simona Pop (Deac-),F,27.0,178.0,62.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual"
Augustine Kiprono Choge,M,21.0,162.0,55.0,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres"
Stephanie Karenmonica Brown-Trafton,F,32.0,193.0,100.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Discus Throw
Francesca Ferretti,F,20.0,180.0,70.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball
Marina Yevgenyevna Trandenkova (Krivosheina-),F,25.0,170.0,60.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay
Kim Hyeong-Chil,M,29.0,172.0,64.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual"
Ambrosi Hoffmann,M,32.0,180.0,91.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Downhill
Andrey Nikolayevich Demyanenko,M,24.0,198.0,90.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours
Eleftheria Ftouli,F,23.0,171.0,56.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet
Rafa Szukiel,M,31.0,190.0,90.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy
Georgios Reppas,M,25.0,189.0,88.0,Greece,GRE,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo
Marion Weber,F,16.0,166.0,54.0,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Figure Skating,Figure Skating Women's Singles
Lourdes Mendiola Klitzkie,F,48.0,155.0,48.0,Guam,GUM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon
"Ivan ""Ivica"" Frgi",M,27.0,166.0,57.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Greco-Roman"
Monika Gawenus-Holzner-Pflug,F,17.0,173.0,64.0,West Germany,FRG,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Women's 1,500 metres"
Matthias Ungemach,M,28.0,198.0,95.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs
Dean Alan Macey,M,26.0,196.0,92.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon
Vera Illarionovna Galushka-Duyunova,F,23.0,182.0,75.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball
Michael Zachries,M,32.0,173.0,75.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Three Person Keelboat
Pekka Juhani Tuomisto,M,31.0,192.0,83.5,Finland,FIN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey
Steffen Deibler,M,21.0,186.0,81.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle
Ylva Maria Lindberg,F,25.0,165.0,73.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey
Aleksandr Petrovich Tsarevich,M,21.0,175.0,65.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar
Choi Im-Heon,M,19.0,182.0,70.0,South Korea,KOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres
Meisam Abolfazl Nasiri,M,27.0,169.0,71.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle"
Ashley Nicoll-Holzer (-Munro-),F,44.0,152.0,60.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual"
scar Vega Snchez,M,27.0,163.0,54.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight
Peter Draisaitl,M,22.0,182.0,88.0,West Germany,FRG,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey
Detlef Hofmann,M,32.0,186.0,92.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres"
Semyon Vladimirovich Poltavsky,M,27.0,205.0,89.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball
Russell Simon,M,26.0,196.0,89.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball
Guillaume LeBlanc,M,30.0,183.0,74.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 20 kilometres Walk
Dario Palazzani,M,37.0,170.0,65.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Free Pistol, 50 metres"
Axel Noack,M,30.0,181.0,68.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 20 kilometres Walk
Curtis Mayfield Hibbert,M,22.0,165.0,70.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around
Toshihiro Kaiwa,M,24.0,166.0,62.0,Japan,JPN,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Slalom
Jos Antonio Martiarena Erastorza,M,20.0,180.0,72.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres"
Ivan Yanev Ivanov,M,21.0,158.0,56.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Rings
Mario Fafangel,M,45.0,172.0,87.0,Cha-Cha III,YUG,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Two Person Keelboat
Christine Rayoni Head,F,24.0,170.0,56.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Women's Singles
Khosrow Ghamari,M,24.0,172.0,71.0,Iran,IRI,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial
Jan ehula,M,26.0,176.0,65.0,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Triathlon,Triathlon Men's Olympic Distance
Micha Mieczysaw Wojciech Gutowski,M,25.0,180.0,75.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Jumping, Team"
Erling Jevne,M,35.0,186.0,80.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres
Javier Lpez Snchez,M,23.0,167.0,56.0,Spain,ESP,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
Wendy Linnelle Cluff (-Perez),F,17.0,163.0,55.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around
Raisa Petrovna Smetanina,F,31.0,162.0,53.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres
"Jessica Mary ""Jessie"" Donaghy (-Hayward)",F,16.0,160.0,52.0,New Zealand,NZL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's High Jump
Merlene Joyce Ottey-Page,F,44.0,175.0,62.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 200 metres
Alan Malcolm Chesney,M,27.0,170.0,65.0,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey
Mariusz Kujawski,M,21.0,183.0,87.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres"
Zhang Wei,F,22.0,184.0,70.0,China,CHN,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball
Gabriel Reymond,M,37.0,167.0,65.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk
Mette Jacobsen,F,19.0,172.0,61.0,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Butterfly
Bohumila imnov (-etkov),F,21.0,164.0,54.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around
Elena Paparazzo,F,23.0,193.0,84.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball
Angela E. Schmidt-Foster,F,32.0,172.0,62.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit
Ralph Kern,M,21.0,171.0,65.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise
Sanderlei Claro Parrela,M,23.0,194.0,77.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres
Werner Gnthr,M,31.0,200.0,128.0,Switzerland,SUI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put
Kazuhiko Tabuchi,M,28.0,178.0,67.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Individual"
Ferrn Terra Navarro,M,22.0,178.0,85.0,Spain,ESP,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Downhill
"Janusz Antoni ""Jan"" Kalbarczyk",M,25.0,167.0,76.0,Poland,POL,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Speed Skating,"Speed Skating Men's 10,000 metres"
Chaim Levin,M,31.0,187.0,81.0,Israel,ISR,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football
Ji Hrneek,M,31.0,170.0,75.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres"
Song Ji-Hyeon,F,19.0,180.0,72.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball
Sergey Sergin,M,24.0,194.0,90.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres"
Patricia Castro Ortega,F,23.0,178.0,66.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
John David Fitzgerald,M,24.0,186.0,77.0,United States,USA,1972 Summer,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Team
Bengt Ingvar Gingsj,M,20.0,187.0,77.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle"
"Stephen Allen ""Steve"" Maaranen",M,21.0,180.0,78.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
Johann Olav Koss,M,23.0,189.0,77.0,Norway,NOR,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Men's 1,500 metres"
Herbert Polzhuber,M,38.0,183.0,85.0,Austria,AUT,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Team"
Xu Dong,M,17.0,163.0,62.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Bantamweight
"Norman Dean ""Norm"" Bellingham",M,27.0,193.0,92.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres"
Roberto Edy Punina Salvador,M,25.0,157.0,51.0,Ecuador,ECU,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres"
Daiane Garcia dos Santos,F,21.0,145.0,45.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around
Oleksiy Volodymyrovych Dem'ianiuk,M,21.0,188.0,80.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump
Jnos Hanzlik,M,29.0,173.0,110.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Heavyweight
"Stefanie Maria ""Steffi"" Graf",F,23.0,175.0,59.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Singles
Mary Julie Isphording,F,22.0,165.0,47.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Marathon
Pavol Szikora,M,36.0,176.0,65.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk
Hege Brannsten,F,19.0,172.0,70.0,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres"
Bernhard Nermerich,M,29.0,180.0,59.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk
"Deborah ""Debbie"" Henry-McCormick",F,28.0,170.0,77.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling
Camelia Alina Potec,F,18.0,178.0,65.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Freestyle
Eizo Kenmotsu,M,20.0,161.0,57.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings
Pavel Sergeyevich Shestakov,M,21.0,176.0,86.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom
Alvaro Roberto de Avila Pires,M,23.0,185.0,84.0,Brazil,BRA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay
Ayele Abshero Biza,M,21.0,168.0,62.0,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon
Gang Gyeong-Hyo,M,23.0,170.0,64.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Individual
Ronaldo da Costa,M,26.0,167.0,52.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 10,000 metres"
Leonid Maksimovich Rakovshchik,M,25.0,195.0,91.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Pairs
Tanyaporn Prucksakorn,F,22.0,168.0,70.0,Thailand,THA,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Pistol, 10 metres"
Marie Susanne Ljungskog,F,28.0,171.0,54.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Individual Time Trial
Ioan Silviu Suciu,M,26.0,169.0,66.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar
Jzsef Csermk,M,24.0,170.0,89.0,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Hammer Throw
Mara del Mar Feito Acebo,F,25.0,160.0,50.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey
Aleksey Vasilyevich Sinkevich,M,23.0,167.0,62.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse
Juan Antonio Dinars Quera,M,26.0,173.0,73.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey
"Bengt Olov ""Ben"" Sandstrom",M,40.0,168.0,68.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Free Pistol, 50 metres"
Matteo Tagliariol,M,25.0,188.0,78.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Team"
Ilias Iliadis,M,17.0,179.0,90.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Middleweight
Donald Farley,M,31.0,178.0,74.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's Sprint
Aleksandr Yevgenyevich Lipatov,M,31.0,184.0,77.0,Russia,RUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, Slalom"
Heike Dhne (-Mller),F,18.0,172.0,67.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 800 metres Freestyle
Kasperi Salo,M,24.0,180.0,80.0,Finland,FIN,2004 Summer,2004,Summer,Athina,Badminton,Badminton Men's Singles
Sin Myong-Ok,F,14.0,144.0,38.0,North Korea,PRK,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Horse Vault
Kazimierz Szosland,M,37.0,172.0,71.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Jumping, Individual"
Ji Adam,M,29.0,187.0,83.0,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team"
Luca Cantagalli,M,22.0,189.0,94.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball
Filippo Baldassari,M,24.0,186.0,98.0,Italy,ITA,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy
Hussein Haleem,M,23.0,156.0,48.0,Maldives,MDV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon
Pavlo Serhiyovych Korostylov,M,18.0,186.0,100.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres"
Severin Freund,M,25.0,185.0,67.0,Germany,GER,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team"
Mamorallo Tjoka,F,27.0,150.0,56.0,Lesotho,LES,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Marathon
Hideharu Miyahira,M,28.0,173.0,55.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Individual"
Nataliya Vladimirovna Pomoshchnikova-Voronova,F,31.0,169.0,63.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres
"Keena Ruth Rothhammer (-Weisbly, -Zorovich)",F,15.0,175.0,66.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 800 metres Freestyle
Glenn Charles W. Kirkham,M,25.0,176.0,82.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey
Akemi Okazato,F,21.0,180.0,70.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball
Yuichi Onda,M,25.0,180.0,78.0,Japan,JPN,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Sprint
Oliver Walther,M,19.0,163.0,55.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Floor Exercise
Stephan Keppler,M,27.0,183.0,89.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Combined
Llewellyn George Herbert,M,27.0,184.0,85.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles
Robin Haase,M,25.0,190.0,77.0,Netherlands,NED,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles
Alessandro Cavallaro,M,20.0,170.0,60.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres
"Judith Anne ""Judy"" Reeder",F,16.0,174.0,57.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay
Josefa Vueti,M,29.0,178.0,76.0,Fiji,FIJ,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middleweight
Wiesaw Cempa,M,21.0,180.0,72.0,Poland,POL,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres
Rodica Mateescu (Petrescu-),F,25.0,180.0,63.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Triple Jump
Mireia Belmonte Garca,F,25.0,170.0,59.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley
Vera Hohlfeld,F,24.0,168.0,57.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Women's Road Race, Individual"
"Gary Wayne Hall, Jr.",M,25.0,198.0,99.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay
Victor Rodrigues Penalber de Oliveira,M,26.0,174.0,81.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Middleweight
Jos E. Betancourt Rosario,M,21.0,183.0,68.0,Puerto Rico,PUR,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Freestyle"
Simon Paul Militis,M,22.0,185.0,81.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Backstroke
Zahi El-Khoury,M,19.0,180.0,77.0,Lebanon,LIB,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Individual"
Kim Yeong-Ho,M,21.0,180.0,70.0,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Individual"
"Ronald ""Ron"" Hayman",M,21.0,183.0,70.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
Yvonne Trevino Hayek,F,26.0,170.0,63.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump
Pascal Andr Jean Touron,M,31.0,176.0,70.0,France,FRA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Double Sculls
Robert Bartko,M,28.0,186.0,80.0,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Madison
Jack Wayne Disney,M,38.0,171.0,73.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres"
Chou Yen-Sheng,M,37.0,172.0,64.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres"
Sebastian Praus,M,29.0,181.0,74.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay"
Rita Keszthelyi,F,20.0,178.0,67.0,Hungary,HUN,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo
Yumi Tomei,F,24.0,165.0,59.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football
George Justinian,M,26.0,185.0,82.0,Romania,ROU,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey
Elena Zennaro,F,17.0,167.0,57.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay
Frano Vian,M,32.0,192.0,94.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo
Alberto Castagnetti,M,29.0,180.0,72.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
Audun Boysen,M,23.0,181.0,66.0,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 800 metres
"Herbert Lawrence ""Herb"" Trube",M,21.0,177.0,69.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's 3 mile, Team"
Richard Hortness,M,23.0,191.0,86.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle
Raivis Belohvoiks,M,24.0,182.0,70.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Individual Time Trial
Gnter Maas,M,30.0,154.0,50.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman"
Kari Marie Erickson (Liapis-),F,30.0,165.0,61.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling
"Hans-Jrgen ""Hansi"" Gnad",M,29.0,208.0,110.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball
Sara Studebaker (-Hall),F,25.0,168.0,59.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay
"Johann ""Hans"" Lienhart",M,20.0,173.0,66.0,Austria,AUT,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Road Race, Individual"
Arkady Arkadyevich Vyachanin,M,24.0,202.0,91.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Backstroke
Jang Ui-Jong,M,23.0,182.0,80.0,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Singles
Haukur Arnrsson,M,26.0,175.0,70.0,Iceland,ISL,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Giant Slalom
Armen Ghazaryan,M,22.0,160.0,69.0,Armenia,ARM,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Featherweight
